0	0
0	81
0	118
0	122
0	124
0	138
0	157
0	188
0	243
0	276
0	292
0	320
0	338
0	341
0	345
1	1
1	2
1	3
1	15
1	27
1	34
1	40
1	42
1	56
1	58
1	61
1	65
1	75
1	78
1	83
1	85
1	87
1	101
1	127
1	179
1	224
1	228
1	261
1	267
1	275
1	286
1	325
1	340
1	350
2	2
2	20
2	50
2	54
2	59
2	60
2	62
2	77
2	79
2	86
2	116
2	147
2	178
2	200
2	214
2	220
2	224
2	261
2	264
2	267
2	268
2	284
2	325
2	340
2	359
3	3
3	15
3	27
3	34
3	40
3	42
3	56
3	58
3	61
3	65
3	75
3	78
3	83
3	85
3	87
3	101
3	127
3	175
3	179
3	201
3	228
3	238
3	275
3	286
3	338
3	350
4	4
4	35
4	38
4	48
4	51
4	63
4	64
4	66
4	134
4	138
4	149
4	165
4	182
4	232
4	259
4	262
4	269
4	271
4	272
4	308
4	344
5	5
5	24
5	47
5	80
5	82
5	99
5	100
5	175
5	192
5	197
5	202
5	240
5	247
5	271
5	279
5	292
5	295
5	304
5	311
5	335
5	346
5	357
6	6
6	7
6	8
6	9
6	10
6	11
6	12
6	13
6	14
6	96
6	113
6	122
6	125
6	157
6	158
6	172
6	174
6	194
6	248
6	249
6	254
6	268
6	277
6	283
6	311
6	353
7	7
7	8
7	9
7	10
7	11
7	12
7	13
7	14
7	28
7	36
7	68
7	90
7	112
7	122
7	146
7	154
7	172
7	194
7	238
7	245
7	249
7	254
7	268
7	311
8	8
8	9
8	10
8	11
8	12
8	13
8	14
8	29
8	69
8	122
8	150
8	152
8	160
8	172
8	194
8	199
8	249
8	254
8	268
8	311
8	324
8	331
8	348
8	356
9	9
9	10
9	11
9	12
9	13
9	14
9	30
9	70
9	122
9	142
9	172
9	184
9	194
9	203
9	204
9	209
9	239
9	249
9	254
9	268
9	278
9	298
9	311
9	319
9	325
9	333
9	343
9	358
10	10
10	11
10	12
10	13
10	14
10	71
10	105
10	107
10	108
10	109
10	122
10	137
10	141
10	172
10	180
10	183
10	194
10	213
10	218
10	249
10	254
10	268
10	311
10	330
10	332
11	11
11	12
11	13
11	14
11	122
11	172
11	194
11	207
11	227
11	249
11	253
11	254
11	263
11	268
11	280
11	288
11	311
12	12
12	13
12	14
12	31
12	72
12	114
12	122
12	126
12	172
12	187
12	194
12	196
12	219
12	249
12	254
12	268
12	273
12	274
12	285
12	306
12	311
12	323
13	13
13	14
13	32
13	73
