0	0
0	81
0	114
0	122
0	163
1	1
1	2
1	3
1	15
1	27
1	34
1	40
1	42
1	56
1	58
1	61
1	65
1	75
1	78
1	83
1	85
1	87
1	102
1	104
1	117
1	122
1	158
2	2
2	20
2	50
2	54
2	59
2	60
2	62
2	77
2	79
2	86
2	102
2	122
2	139
2	178
3	3
3	15
3	27
3	34
3	40
3	42
3	56
3	58
3	61
3	65
3	75
3	78
3	83
3	85
3	87
3	104
3	111
3	117
3	158
3	162
4	4
4	35
4	38
4	48
4	51
4	63
4	64
4	66
4	96
4	97
4	105
4	114
4	157
5	5
5	24
5	47
5	80
5	82
5	92
5	108
5	116
5	146
5	149
5	166
6	6
6	7
6	8
6	9
6	10
6	11
6	12
6	13
6	14
6	91
6	102
6	110
6	112
6	166
6	174
7	7
7	8
7	9
7	10
7	11
7	12
7	13
7	14
7	28
7	36
7	68
7	113
7	119
7	123
7	162
7	166
8	8
8	9
8	10
8	11
8	12
8	13
8	14
8	29
8	69
8	127
8	148
8	152
8	160
8	166
9	9
9	10
9	11
9	12
9	13
9	14
9	30
9	70
9	166
9	167
9	168
9	175
10	10
10	11
10	12
10	13
10	14
10	71
10	115
10	128
10	166
10	176
11	11
11	12
11	13
11	14
11	144
11	161
11	166
12	12
12	13
12	14
12	31
12	72
12	95
12	120
12	166
12	177
13	13
13	14
13	32
13	73
13	93
13	136
13	163
13	166
13	170
13	173
14	14
14	33
14	74
14	101
14	107
14	109
14	111
14	124
14	131
14	138
14	155
14	159
14	166
14	169
15	15
15	16
15	27
15	34
15	40
15	42
15	56
15	58
15	61
15	65
15	75
15	78
15	83
15	85
15	87
15	104
15	117
15	123
15	132
15	158
15	169
16	16
16	43
16	76
16	84
16	88
16	123
16	132
16	143
16	169
17	17
17	21
17	22
17	26
17	57
17	98
17	106
17	130
17	179
18	18
18	23
18	55
18	92
19	19
19	103
19	116
19	126
19	135
19	148
19	171
20	20
20	50
20	54
20	59
20	60
20	62
20	77
20	79
20	86
20	121
20	139
20	143
20	171
20	172
20	178
21	21
21	22
21	26
21	57
21	97
21	98
21	106
21	118
21	130
21	170
21	179
22	22
22	26
22	57
22	98
22	106
22	130
22	179
23	23
23	55
23	92
23	107
24	24
24	47
24	80
24	82
24	116
24	146
24	149
24	166
25	25
25	41
25	100
25	105
25	118
25	129
25	155
26	26
26	57
26	98
26	106
26	115
26	130
26	179
27	27
27	34
27	40
27	42
27	56
27	58
27	61
