0	16	1
1	1	1
1	10	1
2	1	1
3	8	1
4	6	1
5	0	1
5	13	1
5	14	1
5	15	1
5	17	1
5	18	1
5	19	1
5	20	1
5	21	1
6	1	1
6	2	1
7	22	1
8	23	1
9	25	1
10	10	1
11	22	1
12	22	1
13	23	1
14	6	1
15	11	1
16	22	1
17	1	1
18	13	1
18	14	1
18	15	1
18	19	1
18	20	1
18	21	1
19	1	1
19	8	1
20	13	1
21	9	1
22	8	1
23	24	1
24	1	1
25	11	1
26	1	1
26	2	1
26	3	1
26	4	1
26	5	1
27	6	1
27	8	1
27	9	1
27	10	1
28	8	1
29	12	1
30	12	1
31	10	1
32	23	1
33	1	1
34	22	1
35	1	1
35	10	1
36	10	1
37	1	1
37	10	1
38	8	1
39	8	1
40	1	1
41	8	1
42	9	1
43	13	1
43	14	1
43	15	1
43	17	1
43	19	1
43	20	1
43	21	1
44	1	1
44	2	1
45	10	1
46	1	1
46	10	1
47	6	1
48	16	1
49	6	1
50	1	1
50	2	1
51	1	1
51	10	1
52	1	1
52	2	1
53	7	1
40	13	0
22	5	0
24	2	0
20	9	0
25	4	0
49	3	0
35	0	0
38	21	0
7	11	0
4	2	0
39	6	0
49	1	0
20	23	0
11	3	0
36	5	0
32	17	0
28	5	0
10	17	0
14	17	0
39	17	0
6	5	0
11	7	0
28	13	0
28	0	0
33	19	0
31	22	0
41	10	0
52	5	0
49	16	0
12	20	0
33	12	0
44	23	0
5	16	0
21	12	0
0	2	0
18	0	0
10	19	0
42	1	0
17	23	0
44	12	0
19	25	0
8	21	0
41	3	0
38	24	0
8	8	0
50	9	0
37	22	0
46	17	0
0	8	0
36	25	0
38	9	0
53	17	0
39	15	0
19	4	0
21	24	0
14	7	0
21	13	0
7	10	0
7	4	0
11	8	0
20	14	0
43	7	0
39	14	0
25	7	0
34	13	0
10	11	0
45	5	0
0	0	0
17	0	0
41	21	0
31	14	0
18	2	0
33	2	0
40	9	0
25	2	0
48	8	0
10	3	0
22	23	0
42	25	0
51	25	0
34	7	0
48	25	0
5	23	0
26	11	0
16	0	0
2	6	0
48	21	0
25	25	0
19	10	0
21	1	0
23	17	0
21	7	0
3	24	0
33	17	0
12	15	0
43	25	0
17	21	0
30	19	0
0	23	0
20	24	0
34	24	0
41	7	0
9	6	0
41	24	0
5	5	0
50	22	0
21	19	0
4	21	0
10	5	0
23	14	0
20	10	0
2	5	0
4	5	0
50	15	0
51	15	0
51	4	0
26	21	0
26	18	0
19	22	0
47	15	0
37	24	0
8	20	0
19	3	0
37	17	0
39	10	0
52	23	0
27	5	0
33	4	0
45	17	0
39	19	0
30	10	0
22	7	0
17	20	0
52	9	0
1	25	0
16	23	0
28	23	0
41	18	0
20	1	0
30	3	0
34	3	0
16	20	0
13	8	0
10	24	0
44	24	0
11	4	0
49	4	0
50	23	0
2	13	0
26	15	0
53	6	0
11	24	0
48	2	0
9	16	0
41	5	0
7	13	0
41	23	0
4	4	0
43	0	0
5	3	0
9	9	0
6	20	0
11	25	0
47	18	0
5	22	0
34	4	0
48	12	0
51	11	0
44	3	0
3	23	0
33	23	0
1	23	0
3	20	0
30	18	0
13	10	0
42	4	0
15	4	0
1	24	0
5	10	0
9	8	0
25	20	0
3	6	0
49	8	0
40	19	0
52	19	0
22	1	0
0	22	0
47	0	0
29	15	0
51	6	0
28	18	0
44	9	0
37	3	0
13	0	0
49	10	0
28	19	0
53	1	0
22	2	0
22	18	0
17	4	0
38	25	0
24	3	0
0	6	0
49	20	0
24	11	0
44	6	0
31	2	0
39	20	0
38	15	0
21	3	0
51	20	0
49	21	0
39	9	0
8	9	0
50	6	0
27	22	0
29	19	0
27	7	0
20	8	0
47	4	0
49	9	0
5	6	0
45	12	0
21	21	0
24	7	0
49	22	0
13	20	0
41	12	0
45	23	0
24	15	0
22	16	0
41	4	0
42	11	0
11	19	0
32	14	0
1	15	0
25	5	0
45	4	0
14	24	0
8	24	0
28	17	0
22	14	0
52	17	0
19	15	0
15	3	0
35	6	0
20	25	0
39	5	0
2	16	0
51	5	0
1	20	0
47	16	0
13	3	0
27	15	0
3	9	0
33	16	0
10	6	0
43	5	0
27	14	0
47	3	0
38	1	0
52	12	0
7	12	0
12	0	0
42	7	0
14	20	0
6	14	0
4	24	0
37	15	0
52	10	0
