0	0
0	81
0	91
0	149
0	159
0	171
0	187
0	212
0	234
0	251
1	1
1	2
1	3
1	15
1	27
1	34
1	40
1	42
1	56
1	58
1	61
1	65
1	75
1	78
1	83
1	85
1	87
1	94
1	96
1	135
1	252
2	2
2	20
2	50
2	54
2	59
2	60
2	62
2	77
2	79
2	86
2	94
2	96
2	135
2	147
2	155
2	198
2	200
2	201
2	249
3	3
3	15
3	27
3	34
3	40
3	42
3	56
3	58
3	61
3	65
3	75
3	78
3	83
3	85
3	87
3	92
3	169
3	181
3	204
3	245
3	252
4	4
4	35
4	38
4	48
4	51
4	63
4	64
4	66
4	90
4	95
4	103
4	111
4	118
4	124
4	127
4	142
4	164
4	188
4	205
4	219
4	253
4	255
5	5
5	24
5	47
5	80
5	82
5	108
5	115
5	120
5	150
5	167
5	213
5	235
5	239
5	241
5	254
6	6
6	7
6	8
6	9
6	10
6	11
6	12
6	13
6	14
6	116
6	120
6	123
6	133
6	153
6	163
6	238
6	261
6	266
7	7
7	8
7	9
7	10
7	11
7	12
7	13
7	14
7	28
7	36
7	68
7	114
7	120
7	129
7	140
7	153
7	166
7	186
8	8
8	9
8	10
8	11
8	12
8	13
8	14
8	29
8	69
8	106
8	112
8	120
8	130
8	136
8	153
8	187
8	217
9	9
9	10
9	11
9	12
9	13
9	14
9	30
9	70
9	117
9	120
9	131
9	144
9	153
9	197
9	230
9	231
9	240
10	10
10	11
10	12
10	13
10	14
10	71
10	93
10	120
10	143
10	153
10	189
10	225
10	226
10	244
10	263
11	11
11	12
11	13
11	14
11	92
11	98
11	105
11	109
11	120
11	151
11	153
11	182
11	233
11	237
12	12
12	13
12	14
12	31
12	72
12	91
12	107
12	113
12	120
12	153
12	173
12	179
12	199
12	210
12	228
13	13
13	14
13	32
13	73
13	97
13	120
13	153
13	158
13	165
13	171
13	176
13	180
13	221
13	223
13	248
13	260
14	14
14	33
14	74
14	104
14	120
14	121
14	149
14	153
14	157
14	202
14	214
14	236
15	15
15	16
15	27
15	34
15	40
15	42
15	56
15	58
15	61
15	65
15	75
15	78
15	83
15	85
15	87
15	101
15	143
15	252
15	259
16	16
16	43
16	76
16	84
16	88
16	96
16	99
16	101
16	143
16	196
16	243
16	259
16	269
17	17
17	21
17	22
17	26
17	57
17	113
17	126
17	128
17	134
17	142
17	146
17	148
17	153
17	162
17	172
17	174
17	175
17	193
17	195
17	203
17	204
17	207
17	212
17	220
17	236
17	256
